/home/inventree/env/lib/python3.10/site-packages/allauth/exceptions.py:9: UserWarning: allauth.exceptions is deprecated, use allauth.core.exceptions
  warnings.warn("allauth.exceptions is deprecated, use allauth.core.exceptions")
Watching for file changes with StatReloader
Watching for file changes with StatReloader
[14/Aug/2024 05:08:02] "GET /static/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:02] "GET /static/bootstrap-table/bootstrap-table.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:02] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:02] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:02] "GET /static/treegrid/css/jquery.treegrid.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/fontawesome/css/brands.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/fontawesome/css/solid.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/select2/css/select2.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/select2/css/select2-bootstrap-5-theme.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/fullcalendar/main.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/script/jquery-ui/jquery-ui.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/easymde/easymde.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/css/inventree.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:03] "GET /static/css/color-themes/default.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/script/jquery_3.3.1_jquery.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/script/jquery.form.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/script/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/img/inventree.png HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/script/bootstrap/bootstrap-treeview.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/treegrid/js/jquery.treegrid.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/treegrid/js/jquery.treegrid.bootstrap3.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/bootstrap-table/bootstrap-table.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:04] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/bootstrap-table/extensions/custom-view/bootstrap-table-custom-view.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/fontawesome/js/solid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/fontawesome/js/regular.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/fontawesome/js/brands.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/fullcalendar/main.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/fontawesome/js/fontawesome.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/fullcalendar/locales-all.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/select2/js/select2.full.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/script/moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/script/chart.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/script/chartjs-adapter-moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/script/clipboard.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:05] "GET /static/easymde/easymde.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:06] "GET /static/script/randomColor.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:06] "GET /static/script/html5-qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:06] "GET /static/script/qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:06] "GET /static/script/inventree/message.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:06] "GET /static/script/inventree/inventree.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:06] "GET /js/dynamic/calendar.js HTTP/1.1" 200 1341
[14/Aug/2024 05:08:06] "GET /js/dynamic/nav.js HTTP/1.1" 200 8934
[14/Aug/2024 05:08:06] "GET /js/dynamic/permissions.js HTTP/1.1" 200 1202
[14/Aug/2024 05:08:06] "GET /js/i18n/api.js HTTP/1.1" 200 7474
[14/Aug/2024 05:08:06] "GET /js/dynamic/settings.js HTTP/1.1" 200 11287
[14/Aug/2024 05:08:06] "GET /js/i18n/attachment.js HTTP/1.1" 200 10543
[14/Aug/2024 05:08:06] "GET /js/i18n/barcode.js HTTP/1.1" 200 25285
[14/Aug/2024 05:08:06] "GET /js/i18n/bom.js HTTP/1.1" 200 48299
[14/Aug/2024 05:08:06] "GET /js/i18n/charts.js HTTP/1.1" 200 1362
[14/Aug/2024 05:08:06] "GET /js/i18n/build.js HTTP/1.1" 200 85131
[14/Aug/2024 05:08:06] "GET /js/i18n/company.js HTTP/1.1" 200 49860
[14/Aug/2024 05:08:06] "GET /js/i18n/filters.js HTTP/1.1" 200 19076
[14/Aug/2024 05:08:06] "GET /js/i18n/forms.js HTTP/1.1" 200 88268
[14/Aug/2024 05:08:06] "GET /js/i18n/helpers.js HTTP/1.1" 200 13979
[14/Aug/2024 05:08:06] "GET /js/i18n/index.js HTTP/1.1" 200 3517
[14/Aug/2024 05:08:06] "GET /js/i18n/label.js HTTP/1.1" 200 6122
[14/Aug/2024 05:08:06] "GET /js/i18n/modals.js HTTP/1.1" 200 35708
[14/Aug/2024 05:08:06] "GET /js/i18n/model_renderers.js HTTP/1.1" 200 13696
[14/Aug/2024 05:08:06] "GET /js/i18n/order.js HTTP/1.1" 200 10032
[14/Aug/2024 05:08:07] "GET /js/i18n/report.js HTTP/1.1" 200 3743
[14/Aug/2024 05:08:07] "GET /js/i18n/part.js HTTP/1.1" 200 98572
[14/Aug/2024 05:08:07] "GET /js/i18n/purchase_order.js HTTP/1.1" 200 69557
[14/Aug/2024 05:08:07] "GET /js/i18n/sales_order.js HTTP/1.1" 200 68224
[14/Aug/2024 05:08:07] "GET /js/i18n/return_order.js HTTP/1.1" 200 22378
[14/Aug/2024 05:08:07] "GET /js/i18n/search.js HTTP/1.1" 200 10903
[14/Aug/2024 05:08:07] "GET /js/i18n/status_codes.js HTTP/1.1" 200 10398
[14/Aug/2024 05:08:07] "GET /js/i18n/stock.js HTTP/1.1" 200 96767
[14/Aug/2024 05:08:07] "GET /js/i18n/pricing.js HTTP/1.1" 200 31616
[14/Aug/2024 05:08:07] "GET /js/i18n/news.js HTTP/1.1" 200 2115
[14/Aug/2024 05:08:07] "GET /js/i18n/plugin.js HTTP/1.1" 200 8125
[14/Aug/2024 05:08:07] "GET /js/i18n/tables.js HTTP/1.1" 200 17163
[14/Aug/2024 05:08:07] "GET /js/i18n/table_filters.js HTTP/1.1" 200 22482
[14/Aug/2024 05:08:07] "GET /js/i18n/notification.js HTTP/1.1" 200 9030
[14/Aug/2024 05:08:08] "GET /api/part/?search=&offset=0&limit=25&starred=true&active=true&category_detail=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:08] "GET /api/currency/exchange/ HTTP/1.1" 200 58
[14/Aug/2024 05:08:08] "GET /api/part/category/?search=&offset=0&limit=25&starred=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:08] "GET /api/build/?search=&offset=0&limit=25&active=true&part_detail=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:08] "GET /api/build/?search=&offset=0&limit=25&overdue=true&part_detail=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:08] "GET /api/stock/?search=&offset=0&limit=25&in_stock=true&part_detail=true&ordering=-updated&updated_after=2024-07-14&location_detail=true HTTP/1.1" 200 29042
[14/Aug/2024 05:08:08] "GET /api/order/po/?search=&offset=0&limit=25&supplier_detail=true&outstanding=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:08] "GET /api/order/po/?search=&offset=0&limit=25&supplier_detail=true&overdue=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:08] "GET /api/order/so/?search=&offset=0&limit=25&customer_detail=true&outstanding=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:08] "GET /api/order/so/?search=&offset=0&limit=25&overdue=true&customer_detail=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:08] "GET /api/order/so/shipment/?shipped=false HTTP/1.1" 200 2
[14/Aug/2024 05:08:09] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:08:09] "GET /static/img/blank_image.thumbnail.png HTTP/1.1" 304 0
[14/Aug/2024 05:08:09] "GET /api/part/?search=&offset=0&limit=25&ordering=-creation_date&created_after=2024-07-14&active=true&category_detail=true HTTP/1.1" 200 41942
Not Found: /media/part_images/d19ca410-8de9-45f1-a589-c097ae8b6f5e.png_366xaf.thumbnail.png
Not Found: /media/part_images/d19ca410-8de9-45f1-a589-c097ae8b6f5e.png_366xaf.thumbnail.png
[14/Aug/2024 05:08:09] "GET /media/part_images/d19ca410-8de9-45f1-a589-c097ae8b6f5e.png_366xaf.thumbnail.png HTTP/1.1" 404 6996
Not Found: /media/part_images/images__1.thumbnail.png
Not Found: /media/part_images/images__1.thumbnail.png
[14/Aug/2024 05:08:09] "GET /media/part_images/images__1.thumbnail.png HTTP/1.1" 404 6844
[14/Aug/2024 05:08:10] "GET /part/12122/ HTTP/1.1" 200 70918
[14/Aug/2024 05:08:10] "GET /static/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:10] "GET /static/bootstrap-table/bootstrap-table.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:10] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:10] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/treegrid/css/jquery.treegrid.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/fontawesome/css/brands.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/fontawesome/css/solid.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/select2/css/select2.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/select2/css/select2-bootstrap-5-theme.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/fullcalendar/main.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/script/jquery-ui/jquery-ui.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/easymde/easymde.min.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /api/part/?search=&offset=0&limit=25&low_stock=true&active=true&category_detail=true HTTP/1.1" 200 41270
[14/Aug/2024 05:08:11] "GET /static/css/inventree.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/css/color-themes/default.css HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/script/jquery_3.3.1_jquery.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/img/blank_image.png HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/script/jquery.form.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/script/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/img/inventree.png HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/script/bootstrap/bootstrap-treeview.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/treegrid/js/jquery.treegrid.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/treegrid/js/jquery.treegrid.bootstrap3.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:11] "GET /static/bootstrap-table/bootstrap-table.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/bootstrap-table/extensions/filter-control/bootstrap-table-filter-control.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/bootstrap-table/extensions/treegrid/bootstrap-table-treegrid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/fontawesome/js/solid.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/fontawesome/js/regular.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/fontawesome/js/brands.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/fontawesome/js/fontawesome.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/bootstrap-table/extensions/custom-view/bootstrap-table-custom-view.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/fullcalendar/main.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/fullcalendar/locales-all.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/bootstrap-table/extensions/group-by-v2/bootstrap-table-group-by.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/select2/js/select2.full.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/script/moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/script/chartjs-adapter-moment.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/script/clipboard.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/easymde/easymde.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/script/randomColor.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/script/html5-qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/script/chart.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:12] "GET /static/script/qrcode.min.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:13] "GET /static/script/inventree/inventree.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:13] "GET /static/script/inventree/message.js HTTP/1.1" 304 0
[14/Aug/2024 05:08:13] "GET /js/dynamic/calendar.js HTTP/1.1" 200 1341
[14/Aug/2024 05:08:13] "GET /js/dynamic/nav.js HTTP/1.1" 200 8934
[14/Aug/2024 05:08:13] "GET /js/dynamic/permissions.js HTTP/1.1" 200 1202
[14/Aug/2024 05:08:13] "GET /js/i18n/api.js HTTP/1.1" 200 7474
[14/Aug/2024 05:08:13] "GET /js/i18n/bom.js HTTP/1.1" 200 48299
[14/Aug/2024 05:08:13] "GET /js/dynamic/settings.js HTTP/1.1" 200 11287
[14/Aug/2024 05:08:13] "GET /js/i18n/charts.js HTTP/1.1" 200 1362
[14/Aug/2024 05:08:13] "GET /js/i18n/company.js HTTP/1.1" 200 49860
[14/Aug/2024 05:08:13] "GET /js/i18n/filters.js HTTP/1.1" 200 19076
[14/Aug/2024 05:08:13] "GET /js/i18n/build.js HTTP/1.1" 200 85131
[14/Aug/2024 05:08:14] "GET /js/i18n/forms.js HTTP/1.1" 200 88268
[14/Aug/2024 05:08:14] "GET /js/i18n/helpers.js HTTP/1.1" 200 13979
[14/Aug/2024 05:08:14] "GET /js/i18n/index.js HTTP/1.1" 200 3517
[14/Aug/2024 05:08:14] "GET /js/i18n/label.js HTTP/1.1" 200 6122
[14/Aug/2024 05:08:14] "GET /js/i18n/modals.js HTTP/1.1" 200 35708
[14/Aug/2024 05:08:14] "GET /js/i18n/model_renderers.js HTTP/1.1" 200 13696
[14/Aug/2024 05:08:14] "GET /js/i18n/order.js HTTP/1.1" 200 10032
[14/Aug/2024 05:08:14] "GET /js/i18n/part.js HTTP/1.1" 200 98572
[14/Aug/2024 05:08:14] "GET /js/i18n/purchase_order.js HTTP/1.1" 200 69557
[14/Aug/2024 05:08:14] "GET /js/i18n/return_order.js HTTP/1.1" 200 22378
[14/Aug/2024 05:08:14] "GET /js/i18n/attachment.js HTTP/1.1" 200 10543
[14/Aug/2024 05:08:14] "GET /js/i18n/report.js HTTP/1.1" 200 3743
[14/Aug/2024 05:08:14] "GET /js/i18n/sales_order.js HTTP/1.1" 200 68224
[14/Aug/2024 05:08:14] "GET /js/i18n/search.js HTTP/1.1" 200 10903
[14/Aug/2024 05:08:14] "GET /js/i18n/status_codes.js HTTP/1.1" 200 10398
[14/Aug/2024 05:08:15] "GET /js/i18n/stock.js HTTP/1.1" 200 96767
[14/Aug/2024 05:08:15] "GET /js/i18n/plugin.js HTTP/1.1" 200 8125
[14/Aug/2024 05:08:15] "GET /js/i18n/pricing.js HTTP/1.1" 200 31616
[14/Aug/2024 05:08:15] "GET /js/i18n/news.js HTTP/1.1" 200 2115
[14/Aug/2024 05:08:15] "GET /js/i18n/tables.js HTTP/1.1" 200 17163
[14/Aug/2024 05:08:15] "GET /js/i18n/table_filters.js HTTP/1.1" 200 22482
[14/Aug/2024 05:08:15] "GET /js/i18n/notification.js HTTP/1.1" 200 9030
[14/Aug/2024 05:08:15] "GET /js/i18n/barcode.js HTTP/1.1" 200 25285
[14/Aug/2024 05:08:15] "GET /api/user/roles/ HTTP/1.1" 200 527
[14/Aug/2024 05:08:16] "GET /api/currency/exchange/ HTTP/1.1" 200 58
[14/Aug/2024 05:08:17] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:08:17] "GET /api/part/category/tree/ HTTP/1.1" 200 21555
[14/Aug/2024 05:08:17] "GET /api/stock/?search=&offset=0&limit=25&cascade=1&in_stock=1&part=12122&location_detail=true&part_detail=true&supplier_part_detail=true HTTP/1.1" 200 52
[14/Aug/2024 05:08:19] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:08:20] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:08:20] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:08:22] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:08:22] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:08:22] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:08:23] "GET /media/label/output/labels_OSCBZpS.pdf HTTP/1.1" 200 42291
[14/Aug/2024 05:10:04] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:10:04] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:10:05] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:10:06] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:10:06] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:10:07] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:10:07] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:10:07] "GET /media/label/output/labels_a8eqZgz.pdf HTTP/1.1" 200 42206
[14/Aug/2024 05:10:47] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:10:47] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:10:47] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:10:47] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:10:48] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:10:48] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:10:49] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:10:49] "GET /media/label/output/labels_vhNXjqk.pdf HTTP/1.1" 200 42050
[14/Aug/2024 05:11:55] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:11:55] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:11:55] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:11:56] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:11:56] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:11:57] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:11:57] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:11:57] "GET /media/label/output/labels_40ljFKi.pdf HTTP/1.1" 200 42072
[14/Aug/2024 05:12:22] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:12:22] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:12:22] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:12:22] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:12:23] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:12:23] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:12:24] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:12:24] "GET /media/label/output/labels_7v7DqHX.pdf HTTP/1.1" 200 42080
[14/Aug/2024 05:12:35] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:12:35] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:12:35] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:12:36] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:12:36] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:12:36] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:12:36] "GET /media/label/output/labels_XPH6Zpe.pdf HTTP/1.1" 200 42081
[14/Aug/2024 05:13:06] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:13:06] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:13:07] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:13:07] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:13:08] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:13:08] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:13:08] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:13:08] "GET /media/label/output/labels_5MuyvYL.pdf HTTP/1.1" 200 42065
[14/Aug/2024 05:14:12] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:14:12] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:14:12] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:14:12] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:14:14] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:14:14] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:14:14] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:14:14] "GET /media/label/output/labels_Js6E6Hn.pdf HTTP/1.1" 200 42060
[14/Aug/2024 05:15:00] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:15:00] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:15:00] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:15:01] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:15:01] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:15:02] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:15:02] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:15:02] "GET /media/label/output/labels_xBJ3AlM.pdf HTTP/1.1" 200 42056
[14/Aug/2024 05:15:27] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:15:27] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:15:27] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:15:27] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:15:28] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:15:28] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
[14/Aug/2024 05:15:29] "POST /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 100
[14/Aug/2024 05:15:29] "GET /media/label/output/labels_8QBrd6T.pdf HTTP/1.1" 200 42059
[14/Aug/2024 05:15:51] "GET /api/part/12122/pricing2/ HTTP/1.1" 200 1439
[14/Aug/2024 05:15:52] "GET /api/notifications/?read=false HTTP/1.1" 200 2
[14/Aug/2024 05:15:53] "GET /api/label/part/?enabled=true&part%5B%5D=12122 HTTP/1.1" 200 382
[14/Aug/2024 05:15:53] "GET /api/plugins/?mixin=labels HTTP/1.1" 200 2029
[14/Aug/2024 05:15:54] "OPTIONS /api/label/part/1/print/?plugin=inventreelabel&part%5B%5D=12122 HTTP/1.1" 200 271
[14/Aug/2024 05:15:55] "GET /static/img/Vicharak_logo.png HTTP/1.1" 200 24805
